id,image_url,local_path,price,type,property_category
16,https://www.mubawab-media.com/ad/8/192/519F/h/photo_00_80788491.avif,data/images/16.avif,7300.0,For Rent,Apartment
17,https://www.mubawab-media.com/ad/8/188/208F/h/photo_0_80745376.avif,data/images/17.avif,7500.0,For Rent,Apartment
18,https://www.mubawab-media.com/ad/8/192/519F/h/photo_00_80788491.avif,data/images/18.avif,7300.0,For Rent,Apartment
19,https://www.mubawab-media.com/ad/8/183/590F/h/thumb_55453_property_xlarge_80698776.avif,data/images/19.avif,8500.0,For Rent,Apartment
20,https://www.mubawab-media.com/ad/8/184/272F/h/thumb_55781_property_xlarge_80705492.avif,data/images/20.avif,4000.0,For Rent,Apartment
21,https://www.mubawab-media.com/ad/8/190/674F/h/IMG-20250729-WA0002_80769144.avif,data/images/21.avif,8500.0,For Rent,Apartment
22,https://www.mubawab-media.com/ad/8/182/512F/h/IMG-20250721-WA0009_80719144.avif,data/images/22.avif,12000.0,For Rent,Apartment
23,https://www.mubawab-media.com/ad/8/174/576F/h/IMG-20250705-WA0008_80607437.avif,data/images/23.avif,22500.0,For Rent,Apartment
24,https://www.mubawab-media.com/ad/8/192/536F/h/IMG-20250731-WA0001_80788614.avif,data/images/24.avif,6500.0,For Rent,Apartment
25,https://www.mubawab-media.com/ad/8/192/400F/h/photo_00_80787100.avif,data/images/25.avif,7900.0,For Rent,Apartment
26,https://www.mubawab-media.com/ad/8/192/160F/h/1000015394_80784629.avif,data/images/26.avif,14000.0,For Rent,Apartment
27,https://www.mubawab-media.com/ad/8/191/978F/h/IMG_4372_80782155.avif,data/images/27.avif,12800.0,For Rent,Apartment
28,https://www.mubawab-media.com/ad/8/191/956F/h/20250730_163308_80781870.avif,data/images/28.avif,9500.0,For Rent,Apartment
29,https://www.mubawab-media.com/ad/8/191/429F/h/d104693a-5360-4fb5-8283-d4ff367256db_80776498.avif,data/images/29.avif,9000.0,For Rent,Apartment
30,https://www.mubawab-media.com/ad/8/191/391F/h/photo_00_80776035.avif,data/images/30.avif,300.0,For Rent,Apartment
31,https://www.mubawab-media.com/ad/8/189/812F/h/photo_00_80761144.avif,data/images/31.avif,7000.0,For Rent,Apartment
32,https://www.mubawab-media.com/ad/8/188/668F/h/20250617_082723_80749710.avif,data/images/32.avif,6500.0,For Rent,Apartment
33,https://www.mubawab-media.com/ad/8/192/050F/h/photo_17_80782615.avif,data/images/33.avif,4700.0,For Rent,Apartment
34,https://www.mubawab-media.com/ad/8/190/569F/h/%C2%A9Marwane%20SOBAI_MG_2510_80768150.avif,data/images/34.avif,18000.0,For Rent,Apartment
35,https://www.mubawab-media.com/ad/8/190/169F/h/WhatsApp%20Image%202025-07-08%20at%2013.44.53_80764389.avif,data/images/35.avif,10000.0,For Rent,Apartment
36,https://www.mubawab-media.com/ad/8/189/512F/h/image00003_80757901.avif,data/images/36.avif,19000.0,For Rent,Apartment
37,https://www.mubawab-media.com/ad/8/189/080F/h/photo_78_80753792.avif,data/images/37.avif,6800.0,For Rent,Apartment
38,https://www.mubawab-media.com/ad/8/188/799F/h/Salle%20de%20bain-%202_80751198.avif,data/images/38.avif,8700.0,For Rent,Autre
39,https://www.mubawab-media.com/ad/8/188/751F/h/IMG_2559_80750577.avif,data/images/39.avif,35000.0,For Rent,Autre
40,https://www.mubawab-media.com/ad/8/188/005F/h/AYA%20FAVORITE_80744627.avif,data/images/40.avif,600.0,For Rent,Apartment
41,https://www.mubawab-media.com/ad/8/189/080F/h/photo_78_80753792.avif,data/images/41.avif,6800.0,For Rent,Apartment
42,https://www.mubawab-media.com/ad/7/943/253F/h/20200805_150416_80482633.avif,data/images/42.avif,11700.0,For Rent,Apartment
43,https://www.mubawab-media.com/ad/8/119/960F/h/7c8fcfbf-2caa-4ea1-8f6d-1030484fe457_80046222.avif,data/images/43.avif,12000.0,For Rent,Apartment
44,https://www.mubawab-media.com/ad/8/184/814F/h/e140f200-699c-44af-9f1f-63d59126eae1_80710551.avif,data/images/44.avif,28500.0,For Rent,Apartment
45,https://www.mubawab-media.com/ad/8/184/765F/h/aa28bb74-e9e1-4347-b719-ed9396f0ee19_80710186.avif,data/images/45.avif,37000.0,For Rent,House
46,https://www.mubawab-media.com/ad/6/762/292F/h/20220228_180340_resized_79222642.avif,data/images/46.avif,12000.0,For Rent,Apartment
47,https://www.mubawab-media.com/ad/8/187/288F/h/597647a1-386f-4ef6-9465-29a6c4af0419_80736697.avif,data/images/47.avif,23000.0,For Rent,Apartment
48,https://www.mubawab-media.com/ad/8/183/007F/h/WhatsApp%20Image%202025-07-17%20%C3%A0%2016.51.45_b275bce4_80692719.avif,data/images/48.avif,10000.0,For Rent,Apartment
49,https://www.mubawab-media.com/ad/8/192/519F/h/photo_00_80788491.avif,data/images/49.avif,7300.0,For Rent,Apartment
50,https://www.mubawab-media.com/ad/8/188/208F/h/photo_0_80745376.avif,data/images/50.avif,7500.0,For Rent,Apartment
51,https://www.mubawab-media.com/ad/8/183/590F/h/thumb_55453_property_xlarge_80698776.avif,data/images/51.avif,8500.0,For Rent,Apartment
52,https://www.mubawab-media.com/ad/8/184/272F/h/thumb_55781_property_xlarge_80705492.avif,data/images/52.avif,4000.0,For Rent,Apartment
53,https://www.mubawab-media.com/ad/8/190/674F/h/IMG-20250729-WA0002_80769144.avif,data/images/53.avif,8500.0,For Rent,Apartment
54,https://www.mubawab-media.com/ad/8/182/512F/h/IMG-20250721-WA0009_80719144.avif,data/images/54.avif,12000.0,For Rent,Apartment
55,https://www.mubawab-media.com/ad/8/174/576F/h/IMG-20250705-WA0008_80607437.avif,data/images/55.avif,22500.0,For Rent,Apartment
56,https://www.mubawab-media.com/ad/8/192/536F/h/IMG-20250731-WA0001_80788614.avif,data/images/56.avif,6500.0,For Rent,Apartment
57,https://www.mubawab-media.com/ad/8/192/400F/h/photo_00_80787100.avif,data/images/57.avif,7900.0,For Rent,Apartment
58,https://www.mubawab-media.com/ad/8/192/160F/h/1000015394_80784629.avif,data/images/58.avif,14000.0,For Rent,Apartment
59,https://www.mubawab-media.com/ad/8/191/978F/h/IMG_4372_80782155.avif,data/images/59.avif,12800.0,For Rent,Apartment
60,https://www.mubawab-media.com/ad/8/191/956F/h/20250730_163308_80781870.avif,data/images/60.avif,9500.0,For Rent,Apartment
61,https://www.mubawab-media.com/ad/8/191/429F/h/d104693a-5360-4fb5-8283-d4ff367256db_80776498.avif,data/images/61.avif,9000.0,For Rent,Apartment
62,https://www.mubawab-media.com/ad/8/191/391F/h/photo_00_80776035.avif,data/images/62.avif,300.0,For Rent,Apartment
63,https://www.mubawab-media.com/ad/8/189/812F/h/photo_00_80761144.avif,data/images/63.avif,7000.0,For Rent,Apartment
64,https://www.mubawab-media.com/ad/8/192/050F/h/photo_17_80782615.avif,data/images/64.avif,4700.0,For Rent,Apartment
65,https://www.mubawab-media.com/ad/8/190/569F/h/%C2%A9Marwane%20SOBAI_MG_2510_80768150.avif,data/images/65.avif,18000.0,For Rent,Apartment
66,https://www.mubawab-media.com/ad/8/190/169F/h/WhatsApp%20Image%202025-07-08%20at%2013.44.53_80764389.avif,data/images/66.avif,10000.0,For Rent,Apartment
67,https://www.mubawab-media.com/ad/8/189/512F/h/image00003_80757901.avif,data/images/67.avif,19000.0,For Rent,Apartment
68,https://www.mubawab-media.com/ad/8/188/799F/h/Salle%20de%20bain-%202_80751198.avif,data/images/68.avif,8700.0,For Rent,Autre
69,https://www.mubawab-media.com/ad/8/188/751F/h/IMG_2559_80750577.avif,data/images/69.avif,35000.0,For Rent,Autre
4677,https://content.avito.ma/classifieds/images/10137675825?t=images,data/images/4677.jpg,4600.0,For Rent,Apartment
70,https://www.mubawab-media.com/ad/8/188/005F/h/AYA%20FAVORITE_80744627.avif,data/images/70.avif,600.0,For Rent,Apartment
71,https://www.mubawab-media.com/ad/7/943/253F/h/20200805_150416_80482633.avif,data/images/71.avif,11700.0,For Rent,Apartment
72,https://www.mubawab-media.com/ad/8/119/960F/h/7c8fcfbf-2caa-4ea1-8f6d-1030484fe457_80046222.avif,data/images/72.avif,12000.0,For Rent,Apartment
73,https://www.mubawab-media.com/ad/8/184/814F/h/e140f200-699c-44af-9f1f-63d59126eae1_80710551.avif,data/images/73.avif,28500.0,For Rent,Apartment
74,https://www.mubawab-media.com/ad/8/184/765F/h/aa28bb74-e9e1-4347-b719-ed9396f0ee19_80710186.avif,data/images/74.avif,37000.0,For Rent,House
75,https://www.mubawab-media.com/ad/6/762/292F/h/20220228_180340_resized_79222642.avif,data/images/75.avif,12000.0,For Rent,Apartment
76,https://www.mubawab-media.com/ad/8/187/288F/h/597647a1-386f-4ef6-9465-29a6c4af0419_80736697.avif,data/images/76.avif,23000.0,For Rent,Apartment
77,https://www.mubawab-media.com/ad/8/183/007F/h/WhatsApp%20Image%202025-07-17%20%C3%A0%2016.51.45_b275bce4_80692719.avif,data/images/77.avif,10000.0,For Rent,Apartment
78,https://www.mubawab-media.com/ad/8/192/519F/h/photo_00_80788491.avif,data/images/78.avif,7300.0,For Rent,Apartment
79,https://www.mubawab-media.com/ad/8/188/208F/h/photo_0_80745376.avif,data/images/79.avif,7500.0,For Rent,Apartment
80,https://www.mubawab-media.com/ad/8/183/590F/h/thumb_55453_property_xlarge_80698776.avif,data/images/80.avif,8500.0,For Rent,Apartment
81,https://www.mubawab-media.com/ad/8/184/272F/h/thumb_55781_property_xlarge_80705492.avif,data/images/81.avif,4000.0,For Rent,Apartment
82,https://www.mubawab-media.com/ad/8/190/674F/h/IMG-20250729-WA0002_80769144.avif,data/images/82.avif,8500.0,For Rent,Apartment
83,https://www.mubawab-media.com/ad/8/182/512F/h/IMG-20250721-WA0009_80719144.avif,data/images/83.avif,12000.0,For Rent,Apartment
84,https://www.mubawab-media.com/ad/8/174/576F/h/IMG-20250705-WA0008_80607437.avif,data/images/84.avif,22500.0,For Rent,Apartment
85,https://www.mubawab-media.com/ad/8/192/536F/h/IMG-20250731-WA0001_80788614.avif,data/images/85.avif,6500.0,For Rent,Apartment
86,https://www.mubawab-media.com/ad/8/192/400F/h/photo_00_80787100.avif,data/images/86.avif,7900.0,For Rent,Apartment
5440,https://content.avito.ma/classifieds/images/10136909464?t=images,data/images/5440.jpg,1900000.0,For Sale,Apartment
87,https://www.mubawab-media.com/ad/8/192/160F/h/1000015394_80784629.avif,data/images/87.avif,14000.0,For Rent,Apartment
88,https://www.mubawab-media.com/ad/8/191/978F/h/IMG_4372_80782155.avif,data/images/88.avif,12800.0,For Rent,Apartment
89,https://www.mubawab-media.com/ad/8/191/956F/h/20250730_163308_80781870.avif,data/images/89.avif,9500.0,For Rent,Apartment
90,https://www.mubawab-media.com/ad/8/191/429F/h/d104693a-5360-4fb5-8283-d4ff367256db_80776498.avif,data/images/90.avif,9000.0,For Rent,Apartment
91,https://www.mubawab-media.com/ad/8/191/391F/h/photo_00_80776035.avif,data/images/91.avif,300.0,For Rent,Apartment
92,https://www.mubawab-media.com/ad/8/189/812F/h/photo_00_80761144.avif,data/images/92.avif,7000.0,For Rent,Apartment
93,https://www.mubawab-media.com/ad/8/192/050F/h/photo_17_80782615.avif,data/images/93.avif,4700.0,For Rent,Apartment
94,https://www.mubawab-media.com/ad/8/190/569F/h/%C2%A9Marwane%20SOBAI_MG_2510_80768150.avif,data/images/94.avif,18000.0,For Rent,Apartment
95,https://www.mubawab-media.com/ad/8/190/169F/h/WhatsApp%20Image%202025-07-08%20at%2013.44.53_80764389.avif,data/images/95.avif,10000.0,For Rent,Apartment
96,https://www.mubawab-media.com/ad/8/189/512F/h/image00003_80757901.avif,data/images/96.avif,19000.0,For Rent,Apartment
97,https://www.mubawab-media.com/ad/8/189/080F/h/photo_78_80753792.avif,data/images/97.avif,6800.0,For Rent,Apartment
98,https://www.mubawab-media.com/ad/8/188/799F/h/Salle%20de%20bain-%202_80751198.avif,data/images/98.avif,8700.0,For Rent,Autre
100,https://www.mubawab-media.com/ad/8/188/005F/h/TERRASSE_80744634.avif,data/images/100.avif,600.0,For Rent,Apartment
101,https://www.mubawab-media.com/ad/7/943/253F/h/20200805_150622_80482642.avif,data/images/101.avif,11700.0,For Rent,Apartment
102,https://www.mubawab-media.com/ad/8/119/960F/h/bf0fadbe-a61d-448a-8e8b-aa3a32f416ec_80046231.avif,data/images/102.avif,12000.0,For Rent,Apartment
103,https://www.mubawab-media.com/ad/8/184/814F/h/e140f200-699c-44af-9f1f-63d59126eae1_80710551.avif,data/images/103.avif,28500.0,For Rent,Apartment
104,https://www.mubawab-media.com/ad/8/184/765F/h/aa28bb74-e9e1-4347-b719-ed9396f0ee19_80710186.avif,data/images/104.avif,37000.0,For Rent,House
105,https://www.mubawab-media.com/ad/6/762/292F/h/20220228_180340_resized_79222642.avif,data/images/105.avif,12000.0,For Rent,Apartment
106,https://www.mubawab-media.com/ad/8/187/288F/h/597647a1-386f-4ef6-9465-29a6c4af0419_80736697.avif,data/images/106.avif,23000.0,For Rent,Apartment
107,https://www.mubawab-media.com/ad/8/183/007F/h/WhatsApp%20Image%202025-07-17%20%C3%A0%2016.51.45_b275bce4_80692719.avif,data/images/107.avif,10000.0,For Rent,Apartment
108,https://www.mubawab-media.com/ad/8/188/208F/h/photo_0_80745376.avif,data/images/108.avif,7500.0,For Rent,Apartment
109,https://www.mubawab-media.com/ad/8/183/590F/h/thumb_55453_property_xlarge_80698776.avif,data/images/109.avif,8500.0,For Rent,Apartment
110,https://www.mubawab-media.com/ad/8/184/272F/h/thumb_55781_property_xlarge_80705492.avif,data/images/110.avif,4000.0,For Rent,Apartment
111,https://www.mubawab-media.com/ad/8/190/674F/h/IMG-20250729-WA0002_80769144.avif,data/images/111.avif,8500.0,For Rent,Apartment
112,https://www.mubawab-media.com/ad/8/182/512F/h/IMG-20250721-WA0009_80719144.avif,data/images/112.avif,12000.0,For Rent,Apartment
113,https://www.mubawab-media.com/ad/8/174/576F/h/IMG-20250705-WA0008_80607437.avif,data/images/113.avif,22500.0,For Rent,Apartment
114,https://www.mubawab-media.com/ad/8/192/536F/h/IMG-20250731-WA0001_80788614.avif,data/images/114.avif,6500.0,For Rent,Apartment
115,https://www.mubawab-media.com/ad/8/192/400F/h/photo_00_80787100.avif,data/images/115.avif,7900.0,For Rent,Apartment
116,https://www.mubawab-media.com/ad/8/192/160F/h/1000015394_80784629.avif,data/images/116.avif,14000.0,For Rent,Apartment
117,https://www.mubawab-media.com/ad/8/191/978F/h/IMG_4372_80782155.avif,data/images/117.avif,12800.0,For Rent,Apartment
118,https://www.mubawab-media.com/ad/8/191/956F/h/20250730_163308_80781870.avif,data/images/118.avif,9500.0,For Rent,Apartment
119,https://www.mubawab-media.com/ad/8/191/429F/h/d104693a-5360-4fb5-8283-d4ff367256db_80776498.avif,data/images/119.avif,9000.0,For Rent,Apartment
120,https://www.mubawab-media.com/ad/8/191/391F/h/photo_00_80776035.avif,data/images/120.avif,300.0,For Rent,Apartment
121,https://www.mubawab-media.com/ad/8/189/812F/h/photo_00_80761144.avif,data/images/121.avif,7000.0,For Rent,Apartment
122,https://www.mubawab-media.com/ad/8/192/050F/h/photo_17_80782615.avif,data/images/122.avif,4700.0,For Rent,Apartment
123,https://www.mubawab-media.com/ad/8/190/569F/h/%C2%A9Marwane%20SOBAI_MG_2510_80768150.avif,data/images/123.avif,18000.0,For Rent,Apartment
124,https://www.mubawab-media.com/ad/8/190/169F/h/WhatsApp%20Image%202025-07-08%20at%2013.44.53_80764389.avif,data/images/124.avif,10000.0,For Rent,Apartment
125,https://www.mubawab-media.com/ad/8/189/512F/h/image00003_80757901.avif,data/images/125.avif,19000.0,For Rent,Apartment
126,https://www.mubawab-media.com/ad/8/189/080F/h/photo_78_80753792.avif,data/images/126.avif,6800.0,For Rent,Apartment
127,https://www.mubawab-media.com/ad/8/188/799F/h/Salle%20de%20bain-%202_80751198.avif,data/images/127.avif,8700.0,For Rent,Autre
128,https://www.mubawab-media.com/ad/8/188/751F/h/IMG_2559_80750577.avif,data/images/128.avif,35000.0,For Rent,Autre
129,https://www.mubawab-media.com/ad/8/188/005F/h/AYA%20FAVORITE_80744627.avif,data/images/129.avif,600.0,For Rent,Apartment
130,https://www.mubawab-media.com/ad/7/943/253F/h/20200805_150416_80482633.avif,data/images/130.avif,11700.0,For Rent,Apartment
131,https://www.mubawab-media.com/ad/8/119/960F/h/7c8fcfbf-2caa-4ea1-8f6d-1030484fe457_80046222.avif,data/images/131.avif,12000.0,For Rent,Apartment
132,https://www.mubawab-media.com/ad/8/184/814F/h/e140f200-699c-44af-9f1f-63d59126eae1_80710551.avif,data/images/132.avif,28500.0,For Rent,Apartment
133,https://www.mubawab-media.com/ad/8/184/765F/h/aa28bb74-e9e1-4347-b719-ed9396f0ee19_80710186.avif,data/images/133.avif,37000.0,For Rent,House
134,https://www.mubawab-media.com/ad/6/762/292F/h/20220228_180340_resized_79222642.avif,data/images/134.avif,12000.0,For Rent,Apartment
135,https://www.mubawab-media.com/ad/8/187/288F/h/597647a1-386f-4ef6-9465-29a6c4af0419_80736697.avif,data/images/135.avif,23000.0,For Rent,Apartment
136,https://www.mubawab-media.com/ad/8/183/007F/h/WhatsApp%20Image%202025-07-17%20%C3%A0%2016.51.45_b275bce4_80692719.avif,data/images/136.avif,10000.0,For Rent,Apartment
137,https://www.mubawab-media.com/ad/8/192/519F/h/photo_00_80788491.avif,data/images/137.avif,7300.0,For Rent,Apartment
138,https://www.mubawab-media.com/ad/8/188/208F/h/photo_0_80745376.avif,data/images/138.avif,7500.0,For Rent,Apartment
139,https://www.mubawab-media.com/ad/8/183/590F/h/thumb_55453_property_xlarge_80698776.avif,data/images/139.avif,8500.0,For Rent,Apartment
140,https://www.mubawab-media.com/ad/8/184/272F/h/thumb_55781_property_xlarge_80705492.avif,data/images/140.avif,4000.0,For Rent,Apartment
141,https://www.mubawab-media.com/ad/8/190/674F/h/IMG-20250729-WA0002_80769144.avif,data/images/141.avif,8500.0,For Rent,Apartment
142,https://www.mubawab-media.com/ad/8/182/512F/h/IMG-20250721-WA0009_80719144.avif,data/images/142.avif,12000.0,For Rent,Apartment
143,https://www.mubawab-media.com/ad/8/174/576F/h/IMG-20250705-WA0008_80607437.avif,data/images/143.avif,22500.0,For Rent,Apartment
144,https://www.mubawab-media.com/ad/8/192/536F/h/IMG-20250731-WA0001_80788614.avif,data/images/144.avif,6500.0,For Rent,Apartment
145,https://www.mubawab-media.com/ad/8/192/400F/h/photo_00_80787100.avif,data/images/145.avif,7900.0,For Rent,Apartment
146,https://www.mubawab-media.com/ad/8/192/160F/h/1000015394_80784629.avif,data/images/146.avif,14000.0,For Rent,Apartment
147,https://www.mubawab-media.com/ad/8/191/978F/h/IMG_4372_80782155.avif,data/images/147.avif,12800.0,For Rent,Apartment
148,https://www.mubawab-media.com/ad/8/191/956F/h/20250730_163308_80781870.avif,data/images/148.avif,9500.0,For Rent,Apartment
149,https://www.mubawab-media.com/ad/8/191/429F/h/d104693a-5360-4fb5-8283-d4ff367256db_80776498.avif,data/images/149.avif,9000.0,For Rent,Apartment
150,https://www.mubawab-media.com/ad/8/191/391F/h/photo_00_80776035.avif,data/images/150.avif,300.0,For Rent,Apartment
151,https://www.mubawab-media.com/ad/8/189/812F/h/photo_00_80761144.avif,data/images/151.avif,7000.0,For Rent,Apartment
152,https://www.mubawab-media.com/ad/8/192/050F/h/photo_17_80782615.avif,data/images/152.avif,4700.0,For Rent,Apartment
153,https://www.mubawab-media.com/ad/8/190/569F/h/%C2%A9Marwane%20SOBAI_MG_2510_80768150.avif,data/images/153.avif,18000.0,For Rent,Apartment
154,https://www.mubawab-media.com/ad/8/190/169F/h/WhatsApp%20Image%202025-07-08%20at%2013.44.53_80764389.avif,data/images/154.avif,10000.0,For Rent,Apartment
4678,https://content.avito.ma/classifieds/images/10137234262?t=images,data/images/4678.jpg,6000.0,For Rent,Apartment
155,https://www.mubawab-media.com/ad/8/189/512F/h/image00003_80757901.avif,data/images/155.avif,19000.0,For Rent,Apartment
156,https://www.mubawab-media.com/ad/8/189/080F/h/photo_78_80753792.avif,data/images/156.avif,6800.0,For Rent,Apartment
157,https://www.mubawab-media.com/ad/8/188/799F/h/Salle%20de%20bain-%202_80751198.avif,data/images/157.avif,8700.0,For Rent,Autre
158,https://www.mubawab-media.com/ad/8/188/751F/h/IMG_2559_80750577.avif,data/images/158.avif,35000.0,For Rent,Autre
159,https://www.mubawab-media.com/ad/8/188/005F/h/AYA%20FAVORITE_80744627.avif,data/images/159.avif,600.0,For Rent,Apartment
160,https://www.mubawab-media.com/ad/7/943/253F/h/20200805_150416_80482633.avif,data/images/160.avif,11700.0,For Rent,Apartment
161,https://www.mubawab-media.com/ad/8/119/960F/h/7c8fcfbf-2caa-4ea1-8f6d-1030484fe457_80046222.avif,data/images/161.avif,12000.0,For Rent,Apartment
162,https://www.mubawab-media.com/ad/8/184/814F/h/e140f200-699c-44af-9f1f-63d59126eae1_80710551.avif,data/images/162.avif,28500.0,For Rent,Apartment
163,https://www.mubawab-media.com/ad/8/184/765F/h/aa28bb74-e9e1-4347-b719-ed9396f0ee19_80710186.avif,data/images/163.avif,37000.0,For Rent,House
164,https://www.mubawab-media.com/ad/6/762/292F/h/20220228_180340_resized_79222642.avif,data/images/164.avif,12000.0,For Rent,Apartment
165,https://www.mubawab-media.com/ad/8/187/288F/h/597647a1-386f-4ef6-9465-29a6c4af0419_80736697.avif,data/images/165.avif,23000.0,For Rent,Apartment
166,https://www.mubawab-media.com/ad/8/183/007F/h/WhatsApp%20Image%202025-07-17%20%C3%A0%2016.51.45_b275bce4_80692719.avif,data/images/166.avif,10000.0,For Rent,Apartment
167,https://www.mubawab-media.com/ad/8/192/519F/h/photo_00_80788491.avif,data/images/167.avif,7300.0,For Rent,Apartment
168,https://www.mubawab-media.com/ad/8/188/208F/h/photo_0_80745376.avif,data/images/168.avif,7500.0,For Rent,Apartment
169,https://www.mubawab-media.com/ad/8/183/590F/h/thumb_55453_property_xlarge_80698776.avif,data/images/169.avif,8500.0,For Rent,Apartment
170,https://www.mubawab-media.com/ad/8/184/272F/h/thumb_55781_property_xlarge_80705492.avif,data/images/170.avif,4000.0,For Rent,Apartment
171,https://www.mubawab-media.com/ad/8/190/674F/h/IMG-20250729-WA0002_80769144.avif,data/images/171.avif,8500.0,For Rent,Apartment
4743,https://content.avito.ma/classifieds/images/10137680141?t=images,data/images/4743.jpg,3700.0,For Rent,Apartment
172,https://www.mubawab-media.com/ad/8/182/512F/h/IMG-20250721-WA0009_80719144.avif,data/images/172.avif,12000.0,For Rent,Apartment
173,https://www.mubawab-media.com/ad/8/174/576F/h/IMG-20250705-WA0008_80607437.avif,data/images/173.avif,22500.0,For Rent,Apartment
174,https://www.mubawab-media.com/ad/8/192/536F/h/IMG-20250731-WA0001_80788614.avif,data/images/174.avif,6500.0,For Rent,Apartment
175,https://www.mubawab-media.com/ad/8/192/400F/h/photo_00_80787100.avif,data/images/175.avif,7900.0,For Rent,Apartment
176,https://www.mubawab-media.com/ad/8/192/160F/h/1000015394_80784629.avif,data/images/176.avif,14000.0,For Rent,Apartment
177,https://www.mubawab-media.com/ad/8/191/978F/h/IMG_4372_80782155.avif,data/images/177.avif,12800.0,For Rent,Apartment
178,https://www.mubawab-media.com/ad/8/191/956F/h/20250730_163308_80781870.avif,data/images/178.avif,9500.0,For Rent,Apartment
179,https://www.mubawab-media.com/ad/8/191/429F/h/d104693a-5360-4fb5-8283-d4ff367256db_80776498.avif,data/images/179.avif,9000.0,For Rent,Apartment
180,https://www.mubawab-media.com/ad/8/191/391F/h/photo_00_80776035.avif,data/images/180.avif,300.0,For Rent,Apartment
181,https://www.mubawab-media.com/ad/8/189/812F/h/photo_00_80761144.avif,data/images/181.avif,7000.0,For Rent,Apartment
182,https://www.mubawab-media.com/ad/8/192/050F/h/photo_17_80782615.avif,data/images/182.avif,4700.0,For Rent,Apartment
183,https://www.mubawab-media.com/ad/8/190/569F/h/%C2%A9Marwane%20SOBAI_MG_2510_80768150.avif,data/images/183.avif,18000.0,For Rent,Apartment
184,https://www.mubawab-media.com/ad/8/190/169F/h/WhatsApp%20Image%202025-07-08%20at%2013.44.53_80764389.avif,data/images/184.avif,10000.0,For Rent,Apartment
185,https://www.mubawab-media.com/ad/8/189/512F/h/image00003_80757901.avif,data/images/185.avif,19000.0,For Rent,Apartment
186,https://www.mubawab-media.com/ad/8/189/080F/h/photo_78_80753792.avif,data/images/186.avif,6800.0,For Rent,Apartment
187,https://www.mubawab-media.com/ad/8/188/799F/h/Salle%20de%20bain-%202_80751198.avif,data/images/187.avif,8700.0,For Rent,Autre
188,https://www.mubawab-media.com/ad/8/188/751F/h/IMG_2559_80750577.avif,data/images/188.avif,35000.0,For Rent,Autre
412,https://www.mubawab-media.com/ad/8/184/272F/h/thumb_55781_property_xlarge_80705492.avif,data/images/412.avif,4000.0,For Rent,Apartment
189,https://www.mubawab-media.com/ad/8/188/005F/h/AYA%20FAVORITE_80744627.avif,data/images/189.avif,600.0,For Rent,Apartment
190,https://www.mubawab-media.com/ad/7/943/253F/h/20200805_150416_80482633.avif,data/images/190.avif,11700.0,For Rent,Apartment
191,https://www.mubawab-media.com/ad/8/119/960F/h/7c8fcfbf-2caa-4ea1-8f6d-1030484fe457_80046222.avif,data/images/191.avif,12000.0,For Rent,Apartment
192,https://www.mubawab-media.com/ad/8/184/814F/h/e140f200-699c-44af-9f1f-63d59126eae1_80710551.avif,data/images/192.avif,28500.0,For Rent,Apartment
